,Wolves,Sheep,ModelParams,Run
989,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
990,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
991,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
992,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
993,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
994,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
995,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
996,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
997,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
998,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
999,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
1000,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
1001,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
1002,50,100,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1003,51,91,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1004,49,89,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1005,50,80,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1006,50,71,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1007,53,62,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1008,56,53,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1009,54,52,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1010,57,43,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1011,55,36,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1012,55,30,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1013,57,25,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1014,57,23,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1015,58,17,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1016,59,15,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1017,60,16,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1018,61,13,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1019,63,10,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1020,63,9,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1021,68,9,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1022,63,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1023,65,9,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1024,67,9,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1025,67,7,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1026,62,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1027,58,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1028,58,6,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1029,57,6,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1030,54,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1031,51,7,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1032,51,7,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1033,56,6,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1034,52,7,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1035,50,7,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1036,50,7,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1037,46,6,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1038,42,6,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1039,42,5,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1040,41,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1041,41,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1042,38,3,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1043,39,3,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1044,35,3,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1045,33,3,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1046,34,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1047,35,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1048,35,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1049,29,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1050,29,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1051,26,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1052,18,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1053,21,5,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1054,21,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1055,20,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1056,16,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1057,14,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1058,15,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1059,13,4,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1060,10,5,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1061,8,5,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1062,8,6,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1063,9,6,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1064,8,7,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1065,5,7,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1066,6,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1067,7,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1068,7,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1069,7,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1070,6,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1071,7,8,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1072,5,9,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1073,4,10,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1074,4,10,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1075,2,9,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1076,2,10,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1077,2,11,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1078,2,11,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1079,2,11,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1080,1,12,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1081,1,12,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1082,2,13,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1083,2,15,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1084,2,15,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1085,2,15,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1086,2,16,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1087,2,17,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1088,2,17,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1089,2,19,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1090,2,20,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1091,2,21,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1092,2,24,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1093,2,25,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1094,2,27,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1095,2,27,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1096,1,26,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1097,1,26,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1098,1,26,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1099,1,27,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1100,1,28,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1101,1,29,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1102,1,30,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1103,1,31,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1104,1,32,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1105,1,33,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1106,1,34,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1107,1,34,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1108,1,36,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1109,1,38,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1110,1,41,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1111,1,44,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1112,1,46,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1113,1,48,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1114,1,51,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1115,1,54,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1116,1,56,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1117,2,58,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1118,2,60,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1119,2,62,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1120,2,67,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1121,2,68,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1122,2,68,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1123,3,72,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1124,3,75,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1125,3,83,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1126,3,89,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1127,2,90,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1128,2,93,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1129,2,98,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1130,2,104,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1131,2,106,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1132,2,111,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1133,2,117,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1134,2,123,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1135,2,127,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1136,2,137,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1137,2,143,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1138,2,151,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1139,2,163,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1140,2,176,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1141,2,186,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1142,2,200,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1143,2,210,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1144,2,221,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1145,2,238,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1146,3,255,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1147,3,264,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1148,3,279,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1149,3,288,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1150,4,298,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1151,4,308,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1152,4,327,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1153,4,345,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1154,4,366,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1155,4,386,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1156,4,400,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1157,4,414,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1158,5,435,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1159,6,444,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1160,6,457,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1161,6,476,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1162,6,504,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1163,6,528,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1164,6,555,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1165,6,572,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1166,6,593,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1167,6,627,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1168,6,647,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1169,6,672,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1170,6,707,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1171,6,733,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1172,7,765,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1173,7,794,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1174,7,822,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1175,8,856,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1176,9,891,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1177,10,933,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1178,12,966,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1179,12,989,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1180,12,1030,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1181,13,1060,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1182,13,1090,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1183,14,1120,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1184,14,1151,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1185,15,1181,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1186,19,1215,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1187,20,1250,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1188,21,1273,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1189,21,1321,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1190,21,1355,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1191,22,1390,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1192,22,1407,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1193,24,1422,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1194,26,1442,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1195,26,1462,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1196,26,1486,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1197,27,1486,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1198,28,1503,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1199,30,1503,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1200,33,1513,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1201,33,1498,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1202,36,1508,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1203,37,1497,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1204,39,1485,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1205,40,1476,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1206,40,1471,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1207,40,1456,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1208,40,1454,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1209,44,1426,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1210,47,1425,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1211,52,1400,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1212,53,1377,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1213,56,1350,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1214,60,1326,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1215,60,1296,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1216,62,1276,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1217,64,1248,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1218,70,1217,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1219,73,1194,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1220,73,1143,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1221,75,1083,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1222,80,1036,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1223,84,978,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1224,85,942,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1225,87,908,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1226,92,863,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1227,96,817,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1228,100,775,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1229,101,723,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1230,103,662,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1231,109,621,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1232,117,572,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1233,118,527,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1234,121,486,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1235,126,449,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1236,129,412,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1237,133,386,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1238,137,353,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1239,144,320,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1240,152,270,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1241,155,238,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1242,162,211,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1243,169,184,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1244,175,158,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1245,188,133,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1246,194,115,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1247,204,97,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1248,212,82,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1249,219,65,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1250,231,52,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1251,239,40,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1252,247,26,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1253,255,14,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1254,270,9,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1255,284,6,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1256,297,2,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1257,304,2,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1258,320,2,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1259,337,1,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1260,349,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1261,354,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1262,371,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1263,373,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1264,387,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1265,395,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1266,399,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1267,408,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1268,416,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1269,427,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1270,440,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1271,436,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1272,458,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1273,465,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1274,477,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1275,490,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1276,507,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1277,522,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1278,532,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1279,535,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1280,539,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1281,541,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1282,551,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1283,552,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1284,552,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1285,560,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1286,565,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1287,578,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1288,581,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1289,585,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1290,596,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1291,576,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1292,564,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1293,554,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1294,548,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1295,555,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1296,538,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1297,554,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1298,556,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1299,556,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1300,560,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1301,559,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1302,559,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1303,560,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1304,560,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1305,544,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1306,524,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1307,533,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1308,530,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1309,518,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1310,517,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1311,512,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
1312,510,0,"{'sheep_reproduce': 0.05, 'wolf_reproduce': 0.04}",7
